order_id,customer_id,product_card_id,delivery_status,Sum of is_delayed,Sum of order_item_quantity,Sum of order_item_total_amount,Sum of profit_per_order,Sum of sales,Year,Quarter,Month,Day,Year,Quarter,Month,Day
28080,12393,1004,Delayed,1,2,49.49212,-4.1917586,50.245815,2016,Qtr 1,January,30,2016,Qtr 1,February,23
28081,3438,365,Delayed,1,1,66.57012,22.819807,59.99,2016,Qtr 2,May,22,2016,Qtr 2,April,16
28087,3325,502,Delayed,1,5,232.82219,115.39606,250,2016,Qtr 2,April,9,2016,Qtr 1,February,20
28113,4236,365,Delayed,1,4,200.42833,75.199715,239.96,2016,Qtr 1,March,5,2016,Qtr 1,February,20
28117,7027,1073,On-time,0,1,160.84439,45.900784,199.99,2016,Qtr 1,March,25,2016,Qtr 1,February,14
28129,1654,365,On-time,0,1,49.116142,14.818723,59.99,2016,Qtr 1,March,1,2016,Qtr 1,February,28
28131,4102,957,On-time,0,1,245.72606,52.969036,299.98,2016,Qtr 3,August,8,2016,Qtr 2,April,3
28136,2693,365,Delayed,1,5,275.17896,92.440544,293.04,2016,Qtr 1,January,29,2016,Qtr 1,February,28
28140,8630,1073,Delayed,1,1,195.99,100.89599,199.99,2016,Qtr 1,March,4,2016,Qtr 1,January,29
28143,919,502,Early,0,5,218.59822,29.110422,249.9,2016,Qtr 1,March,25,2016,Qtr 2,April,6
28151,3501,1073,Delayed,1,1,174.91962,82.80767,199.99,2016,Qtr 1,January,29,2016,Qtr 1,January,4
28161,8955,957,Delayed,1,1,258.8107,79.98479,299.98,2016,Qtr 2,April,9,2016,Qtr 1,February,25
28168,5360,502,Delayed,1,3,134.98544,68.07189,150,2016,Qtr 1,January,31,2016,Qtr 3,August,21
28172,3660,1073,Delayed,1,1,170.07,-51.320137,199.99,2016,Qtr 2,April,16,2016,Qtr 1,March,4
28173,6476,502,Delayed,1,1,52.79,-14.354737,50,2016,Qtr 1,March,5,2016,Qtr 1,February,24
28177,7731,502,Delayed,1,2,79.97768,25.635302,100,2016,Qtr 3,July,8,2016,Qtr 2,May,5
28199,8322,1014,Delayed,1,4,173.9963,89.5878,199.95,2016,Qtr 1,March,4,2016,Qtr 1,February,23
28201,9198,914,Early,0,1,34.522713,9.544206,39.99,2016,Qtr 1,February,29,2016,Qtr 1,January,16
28202,6457,1014,Delayed,1,3,123.49,21.60191,149.94,2016,Qtr 1,January,24,2016,Qtr 1,January,31
28212,1551,365,Delayed,1,2,112.94686,29.804054,129.99,2016,Qtr 3,September,4,2016,Qtr 3,July,30
28223,1499,1004,Delayed,1,1,379.98,-167.12259,399.98,2016,Qtr 1,March,9,2016,Qtr 2,June,12
28232,1819,502,On-time,0,5,239.96,115.95079,250,2016,Qtr 1,March,5,2016,Qtr 1,February,16
28240,10329,40,Early,0,4,136.5,51.269615,159.95798,2016,Qtr 2,May,3,2016,Qtr 1,January,12
28242,10745,627,Early,0,2,82.97,33.863033,79.955574,2016,Qtr 1,February,13,2016,Qtr 1,February,9
28243,10616,403,On-time,0,1,122.84894,12.864453,129.99,2016,Qtr 3,August,3,2016,Qtr 2,April,14
28245,9489,1073,Delayed,1,1,163.9927,9.827904,199.99,2016,Qtr 2,June,8,2016,Qtr 1,March,19
28246,5992,191,Early,0,4,395.98,117.582954,399.96,2016,Qtr 3,July,16,2016,Qtr 2,April,21
28247,11485,957,Delayed,1,1,248.98,-18.500553,299.98,2016,Qtr 3,September,2,2016,Qtr 2,April,14
28249,1764,957,Early,0,1,247.5285,93.90365,299.98,2016,Qtr 2,April,26,2016,Qtr 1,February,27
28250,350,365,Delayed,1,1,66.70295,15.199877,59.99,2016,Qtr 1,January,6,2015,Qtr 4,November,19
28252,5840,957,Delayed,1,4,65.7056,-15.947005,72.550415,2016,Qtr 2,April,28,2016,Qtr 1,February,20
28259,8628,627,Delayed,1,4,143.99927,52.687458,159.96,2016,Qtr 1,February,21,2016,Qtr 1,January,2
28260,4795,365,On-time,0,2,106.006584,31.935068,119.98,2016,Qtr 1,March,16,2015,Qtr 4,December,24
28261,3671,1014,Early,0,4,190.18654,47.601288,179.97,2016,Qtr 3,August,1,2016,Qtr 2,May,21
28262,619,365,Delayed,1,5,250.19864,-314.48257,299.95,2016,Qtr 1,January,24,2016,Qtr 1,February,17
28269,10832,1014,Early,0,3,127.39,28.770945,149.94,2016,Qtr 1,February,27,2016,Qtr 1,January,22
28270,8950,502,Delayed,1,2,95.98,47.16461,100,2016,Qtr 2,May,8,2016,Qtr 2,April,1
28271,6007,1014,Delayed,1,4,159.96205,35.669827,199.92,2016,Qtr 3,August,3,2016,Qtr 2,April,16
28273,7392,403,On-time,0,1,117.58,3.5516734,129.99,2016,Qtr 1,February,23,2016,Qtr 1,February,15
28276,4379,1073,Delayed,1,1,175.93103,-12.360804,199.99,2016,Qtr 2,April,9,2016,Qtr 1,February,29
28282,4665,1073,Delayed,1,1,196.9416,46.42733,199.99,2016,Qtr 2,May,4,2016,Qtr 2,June,17
28285,11640,191,On-time,0,3,290.34323,25.342916,299.97,2016,Qtr 1,March,16,2016,Qtr 1,March,23
28289,7072,191,On-time,0,1,98.38,17.038189,99.99,2016,Qtr 1,February,24,2016,Qtr 1,February,21
28292,10606,1014,On-time,0,2,97.58696,39.986744,99.96,2016,Qtr 1,January,23,2016,Qtr 1,January,2
28296,1179,627,Delayed,1,2,77.81451,24.414135,79.98,2016,Qtr 1,February,22,2016,Qtr 1,February,6
28298,12239,403,Delayed,1,1,116.99,-35.214165,129.99,2016,Qtr 2,May,10,2016,Qtr 2,April,8
28303,5264,502,Delayed,1,2,85.73308,5.546471,100,2016,Qtr 4,October,20,2016,Qtr 2,June,17
28320,7318,1014,Delayed,1,4,158.12692,72.11227,199.98,2016,Qtr 1,March,17,2016,Qtr 1,March,6
28329,1561,365,Delayed,1,4,193.99,52.920643,239.96,2016,Qtr 1,March,13,2015,Qtr 4,October,31
28334,4484,906,Early,0,1,24.652529,11.1240425,29.384855,2016,Qtr 1,February,26,2016,Qtr 1,February,4
28340,8200,365,On-time,0,2,120.89,37.321507,119.98,2015,Qtr 4,December,11,2015,Qtr 3,July,24
28345,8259,365,Delayed,1,4,199.17,69.72,199.99,2016,Qtr 1,February,24,2016,Qtr 1,March,22
28358,9910,1014,Delayed,1,3,149.38,24.63771,149.94,2016,Qtr 1,March,26,2016,Qtr 3,September,13
28365,8288,627,Delayed,1,2,75.287,30.548365,79.98,2016,Qtr 2,May,20,2016,Qtr 2,June,7
28378,7573,1073,On-time,0,1,156.62027,53.99953,199.99,2016,Qtr 3,September,29,2016,Qtr 2,May,31
28379,6883,502,Delayed,1,3,150,53.826153,150,2016,Qtr 2,June,26,2016,Qtr 1,March,8
28386,9465,365,On-time,0,4,206.51376,-192.58864,215.47545,2016,Qtr 1,February,8,2016,Qtr 2,April,30
28387,7128,365,On-time,0,1,50.38248,14.251548,59.99,2016,Qtr 1,March,20,2016,Qtr 1,January,23
28391,11172,1004,Early,0,1,363.98,42.671146,399.98,2016,Qtr 2,April,11,2015,Qtr 4,December,25
28394,547,1014,Early,0,1,39.98,2.0959048,49.98,2017,Qtr 1,January,9,2016,Qtr 4,November,20
28406,5179,1004,Delayed,1,1,346.74347,23.631792,399.98,2016,Qtr 2,April,7,2016,Qtr 1,February,4
28412,11837,1073,On-time,0,1,191.98544,15.124114,199.99,2016,Qtr 1,January,24,2016,Qtr 1,January,9
28415,8630,502,Early,0,5,219.97722,11.505746,250,2016,Qtr 1,March,12,2016,Qtr 1,February,14
28416,5556,917,Early,0,3,47.48,-17.800167,52.987553,2016,Qtr 1,February,7,2016,Qtr 1,February,24
28425,3693,627,Delayed,1,5,167.99,57.170815,199.98,2016,Qtr 1,March,26,2016,Qtr 1,March,12
28428,10512,502,Delayed,1,1,45.92971,1.8146315,50,2016,Qtr 1,March,17,2016,Qtr 1,March,15
28429,5409,365,Delayed,1,3,162.64267,71.99478,179.97,2016,Qtr 3,July,9,2016,Qtr 1,February,25
28431,4634,365,Delayed,1,2,121.5982,10.1455345,119.98,2016,Qtr 2,April,7,2016,Qtr 1,March,7
28436,8724,1073,Delayed,1,1,181.99,80.06993,199.99,2016,Qtr 2,April,3,2016,Qtr 1,January,26
28437,1954,365,Delayed,1,1,52.259182,-23.254063,59.99,2016,Qtr 2,April,7,2016,Qtr 1,January,31
28440,5088,1004,On-time,0,1,391.96664,-749.31946,399.98,2016,Qtr 2,May,8,2016,Qtr 2,April,17
28442,6294,1014,Early,0,5,225.52228,78.53439,249.9,2016,Qtr 4,October,18,2016,Qtr 3,September,19
28443,5050,191,Delayed,1,1,96.802124,43.21797,99.99,2016,Qtr 1,February,22,2016,Qtr 3,August,4
28444,1647,502,Early,0,3,148.92952,69.29731,150,2016,Qtr 1,February,18,2016,Qtr 1,January,25
28445,7945,1073,Early,0,1,193.99,-9.6309185,199.99,2016,Qtr 1,March,9,2016,Qtr 1,March,1
28449,2689,1073,Delayed,1,1,193.99,92.01466,199.99,2016,Qtr 2,April,26,2016,Qtr 1,March,24
28464,8569,249,Delayed,1,4,128.69,66.42322,149.9467,2016,Qtr 1,January,13,2016,Qtr 1,January,13
28467,10589,365,On-time,0,4,224.99281,63.08415,239.96,2016,Qtr 2,April,5,2016,Qtr 1,February,9
28472,9664,403,On-time,0,1,107.054306,-12.94164,129.99,2016,Qtr 1,February,19,2016,Qtr 1,March,10
28473,10779,191,Delayed,1,4,331.98,162.065,371.55792,2016,Qtr 1,March,6,2016,Qtr 1,February,3
28480,1654,191,Delayed,1,3,236.25,90.0941,299.97,2016,Qtr 1,February,26,2016,Qtr 1,February,5
28482,8182,365,Early,0,4,227.41106,55.727886,200,2016,Qtr 1,March,20,2016,Qtr 1,March,10
28497,3434,821,Delayed,1,3,37.17303,2.5046656,39.99,2016,Qtr 1,February,5,2016,Qtr 1,March,10
28501,3106,403,Delayed,1,1,124.23563,-27.168951,129.99,2016,Qtr 4,October,19,2016,Qtr 3,July,13
28504,11270,365,On-time,0,2,112.00562,47.57447,119.98,2016,Qtr 1,March,4,2016,Qtr 1,February,7
28513,5688,814,Early,0,3,143.25398,-45.717464,179.97,2016,Qtr 1,January,26,2016,Qtr 1,January,29
28522,8151,502,Delayed,1,1,44.997604,12.347366,50,2016,Qtr 1,March,24,2016,Qtr 1,February,16
28528,6541,403,Delayed,1,1,128.69,-2.6303568,129.99,2017,Qtr 1,January,5,2016,Qtr 4,October,11
28530,7162,403,On-time,0,1,116.99,33.39885,129.99,2016,Qtr 1,February,13,2016,Qtr 1,March,14
28532,2449,403,On-time,0,1,110.49,52.214096,129.99,2016,Qtr 1,January,23,2016,Qtr 1,March,28
28540,5004,365,Delayed,1,2,118.29,59.856308,119.98,2016,Qtr 1,March,1,2016,Qtr 1,March,3
28541,3559,1014,Delayed,1,2,84.99272,2.2070656,99.96,2016,Qtr 1,February,11,2016,Qtr 1,March,4
28544,788,502,On-time,0,2,84.23627,12.827015,100,2015,Qtr 4,November,24,2016,Qtr 1,January,26
28551,11748,365,Delayed,1,1,58.79,15.5292225,59.99,2016,Qtr 1,March,5,2016,Qtr 1,February,29
28553,11965,782,Delayed,1,1,15.6627245,4.4704757,16.992071,2016,Qtr 1,February,19,2016,Qtr 2,April,8
28554,7392,365,Early,0,1,57.261093,25.483025,59.99,2016,Qtr 4,November,5,2016,Qtr 3,August,17
28556,10127,1073,Delayed,1,1,197.99,-135.68494,199.99,2016,Qtr 2,June,18,2016,Qtr 2,April,18
28564,1293,1073,Delayed,1,1,195.99,20.539906,199.99,2016,Qtr 1,January,27,2016,Qtr 2,May,30
28572,7246,365,Delayed,1,2,95.97457,-29.622787,119.98,2016,Qtr 2,April,10,2016,Qtr 1,February,15
28575,9545,957,Delayed,1,1,260.98,-18.648499,299.98,2016,Qtr 1,January,21,2016,Qtr 3,September,16
28581,11056,1014,Early,0,1,49.19,25.513578,49.98,2016,Qtr 4,December,5,2016,Qtr 4,October,16
28587,2278,917,Early,0,5,103.99,20.403555,119.98,2016,Qtr 1,February,25,2016,Qtr 1,January,15
28590,11551,1004,On-time,0,1,347.98,-18.069954,399.98,2016,Qtr 3,July,20,2016,Qtr 1,March,25
28591,4076,403,On-time,0,1,129.99,19.166965,129.99,2016,Qtr 2,June,3,2016,Qtr 2,June,26
28597,5945,365,Delayed,1,3,176.02803,13.980799,179.97,2016,Qtr 2,May,5,2016,Qtr 1,March,10
28599,10345,957,Early,0,1,278.98,73.79822,299.98,2016,Qtr 1,March,10,2016,Qtr 1,February,29
28600,11303,191,On-time,0,1,88.01682,25.98058,99.99,2016,Qtr 4,November,4,2016,Qtr 3,July,1
28601,11067,365,On-time,0,4,224.9653,26.83343,239.96,2016,Qtr 2,April,17,2016,Qtr 1,March,10
28606,750,957,On-time,0,1,249.57713,69.67194,299.98,2016,Qtr 1,March,21,2016,Qtr 1,February,19
28608,7030,957,Delayed,1,1,299.99,117.25975,299.98,2016,Qtr 2,April,1,2016,Qtr 1,March,1
28613,3750,191,On-time,0,3,278.97028,29.968102,299.95,2016,Qtr 1,January,22,2016,Qtr 1,February,10
28614,3963,627,Delayed,1,1,199.17,42.58406,299.95,2016,Qtr 2,May,2,2016,Qtr 1,February,21
28617,5726,191,Early,0,3,299.99,150.08136,299.97,2015,Qtr 4,December,26,2016,Qtr 2,May,12
28621,3674,1073,On-time,0,1,197.99,97.74856,199.99,2016,Qtr 2,May,9,2016,Qtr 1,March,23
28627,10633,365,Delayed,1,5,224.99,-24.559835,299.95,2016,Qtr 3,September,9,2016,Qtr 2,April,8
28630,10256,1014,Delayed,1,3,155.25742,9.505052,149.94,2016,Qtr 2,April,12,2016,Qtr 1,February,27
28631,6344,403,Early,0,1,104.39619,-21.739159,129.99,2016,Qtr 1,March,23,2016,Qtr 1,March,7
28638,4545,502,Delayed,1,2,78.41413,28.005138,100,2016,Qtr 2,April,23,2016,Qtr 1,January,28
28645,6045,365,Delayed,1,4,237.46843,70.695984,239.96,2016,Qtr 1,March,3,2016,Qtr 2,April,11
28646,11422,957,Delayed,1,1,263.82153,83.6888,299.98,2016,Qtr 3,September,6,2016,Qtr 2,June,27
28651,8931,957,On-time,0,1,296.98,73.58634,299.98,2016,Qtr 2,April,5,2016,Qtr 2,April,8
28658,10025,957,On-time,0,5,134.15433,50.59218,150,2016,Qtr 1,February,23,2017,Qtr 1,February,3
28663,4331,627,On-time,0,2,75.16524,-45.10823,79.98,2016,Qtr 1,March,28,2016,Qtr 1,March,5
28670,3732,403,Delayed,1,1,98.98502,-15.95206,129.99,2016,Qtr 1,March,2,2016,Qtr 3,September,4
28673,12556,403,Delayed,1,1,107.94553,37.75782,129.99,2016,Qtr 1,February,23,2015,Qtr 4,December,31
28675,9669,1004,Delayed,1,1,363.96967,-399.52927,399.98,2016,Qtr 1,March,28,2016,Qtr 1,March,17
28677,7149,1014,On-time,0,2,96.889885,48.743572,99.96,2016,Qtr 1,February,21,2016,Qtr 2,June,20
28682,7857,365,Delayed,1,3,136.5,11.850146,179.97,2016,Qtr 2,June,28,2016,Qtr 1,March,3
28686,4132,39,On-time,0,5,167.98972,18.659483,199.99,2015,Qtr 4,December,28,2016,Qtr 1,February,29
28688,11939,365,Delayed,1,1,50.067745,27.910755,59.99,2016,Qtr 1,February,16,2016,Qtr 1,February,25
28702,5538,502,Delayed,1,4,176.3856,11.3190775,199.99,2016,Qtr 4,December,3,2016,Qtr 3,July,9
28703,9644,957,Delayed,1,1,278.98,-152.70695,299.98,2016,Qtr 1,March,10,2016,Qtr 1,February,29
28704,7770,1073,Early,0,1,188.1145,-5.709683,199.99,2016,Qtr 2,June,24,2016,Qtr 2,June,24
28705,2443,365,Early,0,2,113.09,32.65155,119.98,2016,Qtr 1,January,31,2016,Qtr 1,February,6
28706,7069,627,Delayed,1,4,199.999,96.19689,250,2016,Qtr 1,February,16,2016,Qtr 1,March,7
28708,3654,1014,Delayed,1,5,248.98,31.67267,249.99179,2016,Qtr 2,April,13,2016,Qtr 1,February,20
28709,2503,365,Delayed,1,2,119.97991,-45.095825,119.98,2016,Qtr 2,April,6,2016,Qtr 1,March,3
28711,9449,1014,Delayed,1,2,87.98305,35.162273,99.97333,2016,Qtr 2,May,25,2016,Qtr 1,March,11
28712,2304,403,On-time,0,1,96.404945,-4.6163344,129.99,2016,Qtr 2,April,16,2016,Qtr 2,May,13
28716,784,403,Delayed,1,1,119.97657,34.414997,129.99,2016,Qtr 1,February,21,2016,Qtr 1,March,23
28719,8670,191,Delayed,1,1,91.69626,44.267403,99.99,2016,Qtr 2,April,18,2016,Qtr 1,January,28
28726,7120,365,Delayed,1,5,254.97699,85.92756,299.95,2016,Qtr 1,March,17,2016,Qtr 1,February,2
28728,9045,403,Delayed,1,1,126.04205,-3.0280657,129.99,2016,Qtr 4,October,12,2016,Qtr 3,July,19
28734,7166,1004,Delayed,1,1,383.98,118.752525,399.98,2016,Qtr 2,April,21,2016,Qtr 1,February,17
28735,7913,1014,Delayed,1,1,48.99978,15.861963,49.98,2016,Qtr 2,June,25,2016,Qtr 1,March,21
28736,7084,1004,Early,0,1,359.98,180.58572,399.98,2016,Qtr 1,February,19,2016,Qtr 2,May,26
28738,263,1073,Delayed,1,1,159.99,23.089867,199.99,2016,Qtr 4,November,18,2016,Qtr 2,May,4
28739,10824,819,Delayed,1,5,96.96819,43.0148,100,2016,Qtr 1,February,24,2016,Qtr 1,February,5
28740,2900,403,Early,0,1,130.49596,35.671295,129.99,2016,Qtr 1,March,22,2016,Qtr 1,February,1
28741,1540,191,Delayed,1,5,468.91135,38.432167,499.95,2016,Qtr 2,May,7,2016,Qtr 1,February,23
28747,12347,365,On-time,0,4,242.5,124.2728,239.96,2016,Qtr 3,July,9,2016,Qtr 2,April,7
28750,608,957,On-time,0,1,299.99,-43.124214,299.98,2016,Qtr 1,February,25,2016,Qtr 1,February,21
28753,2138,886,Delayed,1,4,96.77706,25.507498,100,2016,Qtr 2,April,16,2016,Qtr 1,March,6
28768,4912,957,On-time,0,1,248.03455,21.854431,299.98,2016,Qtr 2,May,12,2016,Qtr 1,March,22
28770,1830,1073,On-time,0,1,197.98474,-29.389004,199.99,2016,Qtr 2,May,11,2016,Qtr 1,February,12
28771,4187,1073,Delayed,1,1,165.97783,66.22664,199.99,2016,Qtr 2,May,5,2016,Qtr 1,March,14
28773,10406,1014,Early,0,1,47.98,1.6158743,49.98,2016,Qtr 2,April,9,2016,Qtr 1,March,30
28785,3973,1073,Delayed,1,1,191.99,-22.230585,199.99,2016,Qtr 1,March,4,2016,Qtr 1,February,21
28786,8416,1004,Early,0,1,331.5151,118.155495,399.98,2016,Qtr 1,March,11,2016,Qtr 1,February,18
28789,10483,403,Delayed,1,1,106.59,4.8036256,129.99,2016,Qtr 1,March,8,2016,Qtr 1,March,23
28791,10010,926,On-time,0,3,90.72517,34.495453,75.61923,2016,Qtr 1,February,22,2015,Qtr 4,November,19
28793,11162,627,On-time,0,2,18.370821,7.2480955,15.947436,2016,Qtr 1,March,20,2016,Qtr 1,March,3
28798,1762,627,On-time,0,1,33.96616,12.704531,39.99,2016,Qtr 2,June,17,2016,Qtr 2,April,26
28806,2949,804,Delayed,1,3,90.994675,19.62816,99.96,2016,Qtr 1,March,2,2016,Qtr 1,February,6
28810,8624,1004,Delayed,1,1,347.98,131.14366,399.98,2016,Qtr 2,May,7,2016,Qtr 1,March,16
28811,5668,403,Delayed,1,1,120.89,40.047333,129.99,2016,Qtr 2,April,27,2016,Qtr 1,February,29
28823,9496,627,Early,0,1,32.30718,0,39.99,2016,Qtr 2,April,19,2016,Qtr 1,March,9
28827,5157,1014,Delayed,1,1,42.50502,13.106465,49.98,2016,Qtr 1,March,7,2016,Qtr 1,February,11
28828,78,825,On-time,0,1,29.564358,7.3927298,30.100338,2016,Qtr 2,April,16,2016,Qtr 1,March,7
28830,9538,1014,Delayed,1,1,44,16.622707,49.98091,2016,Qtr 2,June,6,2016,Qtr 2,April,13
28834,4334,502,Early,0,5,237.56,112.76147,250,2016,Qtr 3,July,26,2016,Qtr 2,April,27
28837,6049,1014,Delayed,1,1,45.490383,11.032987,49.98,2016,Qtr 1,January,27,2016,Qtr 2,April,6
28840,11312,957,Delayed,1,1,283.47565,85.257835,299.98,2016,Qtr 1,February,10,2016,Qtr 1,February,2
28857,3223,365,Delayed,1,3,134.99077,-62.67125,179.97,2016,Qtr 1,March,20,2016,Qtr 1,March,30
28868,7132,1073,Delayed,1,1,181.9422,-72.66214,199.99,2016,Qtr 1,February,13,2016,Qtr 1,February,19
28875,4057,403,Early,0,1,118.29,7.0046177,129.99,2016,Qtr 1,February,6,2016,Qtr 1,February,26
28891,2302,627,Delayed,1,1,37.49419,1.5671853,39.99,2016,Qtr 2,June,6,2016,Qtr 1,March,25
28899,4817,1073,Delayed,1,1,179.99315,85.726524,199.99,2016,Qtr 2,May,15,2016,Qtr 1,March,7
28903,8819,957,Delayed,1,1,284.97202,137.89583,299.98,2016,Qtr 4,November,24,2016,Qtr 2,April,9
28908,2568,403,Delayed,1,1,107.89,21.668459,129.99,2016,Qtr 1,February,27,2016,Qtr 1,January,30
28912,6971,403,On-time,0,1,107.89,49.392956,129.99,2016,Qtr 3,August,29,2016,Qtr 3,July,24
28914,10196,258,Early,0,3,81.954414,23.47012,100,2016,Qtr 1,February,23,2016,Qtr 1,March,31
28922,3895,957,On-time,0,1,269.96722,81.80375,299.98,2016,Qtr 1,March,2,2016,Qtr 1,March,9
28923,3833,365,On-time,0,4,236.16891,-149.02951,222.02725,2016,Qtr 4,October,27,2016,Qtr 3,July,2
28924,11987,502,Early,0,5,217.41,-10.700764,250,2016,Qtr 2,May,11,2016,Qtr 1,March,9
28930,11713,957,Delayed,1,1,278.98,158.40883,299.98,2016,Qtr 2,June,30,2016,Qtr 2,April,20
28931,4810,1073,On-time,0,1,193.99,92.11327,199.99,2016,Qtr 4,December,24,2016,Qtr 2,June,28
28935,940,1014,On-time,0,3,147.38818,12.158831,150,2016,Qtr 3,September,6,2016,Qtr 2,April,8
28937,5147,1014,On-time,0,5,210.76772,-37.751247,249.9,2016,Qtr 2,April,14,2016,Qtr 2,June,2
28938,3556,365,Delayed,1,1,57.59,16.84326,59.99,2016,Qtr 2,April,16,2016,Qtr 1,January,28
28967,6655,191,Delayed,1,1,83.97,-2.2572753,99.99,2016,Qtr 3,August,15,2016,Qtr 2,May,19
28969,4549,365,Delayed,1,5,276.6111,110.510475,299.95,2016,Qtr 1,February,7,2016,Qtr 1,March,7
28970,8797,627,Delayed,1,5,185.98994,66.37343,199.98,2016,Qtr 1,February,13,2016,Qtr 2,April,12
28979,11561,957,On-time,0,1,254.98,72.875656,299.98,2016,Qtr 2,April,14,2016,Qtr 1,February,29
29000,9593,502,Early,0,5,224.99,19.192926,250,2016,Qtr 2,May,17,2016,Qtr 2,April,29
29001,12358,1073,Early,0,1,193.35493,-6.489013,199.99,2016,Qtr 1,March,25,2016,Qtr 1,February,18
29005,3377,957,On-time,0,1,239.95508,74.945175,299.98,2016,Qtr 3,July,12,2016,Qtr 1,March,8
29020,10307,1073,Delayed,1,1,189.99,93.05457,199.99,2016,Qtr 1,February,27,2016,Qtr 3,August,1
29028,9359,1004,On-time,0,1,339.98,147.3972,399.98,2016,Qtr 3,July,1,2016,Qtr 2,June,11
29033,10596,365,Delayed,1,5,269.98,77.846985,299.95,2016,Qtr 2,April,19,2016,Qtr 1,February,14
29034,7051,403,Early,0,1,114.39,-9.528127,129.99,2016,Qtr 4,October,23,2016,Qtr 3,July,5
29035,446,1073,Delayed,1,1,179.99,59.891277,199.99,2016,Qtr 1,March,23,2016,Qtr 1,March,15
29037,5067,1073,Delayed,1,1,195.92685,85.683624,199.99,2016,Qtr 1,February,10,2016,Qtr 1,March,10
29038,7762,957,Delayed,1,1,263.98,95.99945,299.98,2016,Qtr 2,May,14,2016,Qtr 1,March,26
29041,407,1073,Delayed,1,1,172.78362,77.975296,199.99,2016,Qtr 4,November,20,2016,Qtr 3,July,28
29043,6941,1014,Early,0,4,178.49026,51.44545,199.95,2016,Qtr 1,January,20,2016,Qtr 1,January,4
29055,1109,502,Delayed,1,5,218.20358,92.39554,250,2016,Qtr 1,February,18,2016,Qtr 2,May,19
29056,9303,365,Delayed,1,1,48.49923,21.645672,59.99,2016,Qtr 2,May,1,2016,Qtr 1,February,22
29064,1879,627,Early,0,2,66.365875,13.196267,79.98,2015,Qtr 4,December,16,2015,Qtr 4,October,1
29084,8619,365,Delayed,1,5,278.96005,113.44475,299.95,2016,Qtr 4,December,19,2016,Qtr 3,July,27
29086,4977,957,On-time,0,1,299.96548,81.05388,299.98,2016,Qtr 3,July,24,2016,Qtr 2,April,10
29094,12412,627,Early,0,5,189.39569,56.045452,199.95,2016,Qtr 2,April,2,2016,Qtr 1,February,26
29096,11678,403,Delayed,1,1,109.19,33.957268,129.99,2016,Qtr 1,March,28,2016,Qtr 1,March,16
29103,482,365,Delayed,1,2,110.49,36.52105,119.98,2016,Qtr 2,May,18,2016,Qtr 1,February,10
29106,8827,1014,Early,0,5,224.88104,82.251434,249.9,2016,Qtr 2,May,15,2016,Qtr 1,March,18
29108,7810,365,Delayed,1,3,143.9667,71.90974,179.97,2016,Qtr 2,April,12,2016,Qtr 1,March,7
29120,917,1014,On-time,0,3,126.09,39.944675,149.94,2015,Qtr 4,December,24,2016,Qtr 1,February,14
29121,7066,957,Early,0,1,260.98,104.94269,299.98,2016,Qtr 1,March,15,2016,Qtr 1,February,21
29140,8591,191,Delayed,1,4,327.1778,115.65787,399.96,2016,Qtr 1,February,29,2016,Qtr 2,April,24
29142,9338,502,Delayed,1,1,45.47545,2.9727066,50,2016,Qtr 1,February,26,2016,Qtr 1,January,4
29148,10160,365,On-time,0,1,49.19,18.261414,59.99,2016,Qtr 1,March,6,2016,Qtr 1,March,3
29164,2296,502,Early,0,1,44.989414,20.143263,50,2016,Qtr 2,April,27,2016,Qtr 1,March,19
29166,7501,19,Delayed,1,1,106.59,11.182889,119.98,2016,Qtr 1,February,1,2015,Qtr 2,June,28
29171,10355,191,Delayed,1,3,245.98,83.38634,299.97,2016,Qtr 3,August,3,2016,Qtr 1,March,31
29175,6167,1073,Early,0,1,185.99522,15.937733,199.99,2016,Qtr 1,March,4,2016,Qtr 2,April,28
29176,11002,365,On-time,0,2,116.99,10.920145,119.98,2016,Qtr 2,June,16,2016,Qtr 2,April,29
29180,1172,1014,Early,0,5,232.45018,11.62629,239.96,2016,Qtr 1,March,26,2016,Qtr 1,February,26
29182,11880,502,Delayed,1,3,110.26191,51.083405,159.96,2016,Qtr 2,April,28,2016,Qtr 1,March,26
29198,4195,191,Delayed,1,5,421.36884,-90.11413,499.95,2016,Qtr 1,February,20,2016,Qtr 4,November,22
29203,6227,1014,On-time,0,3,118.72957,8.746554,136.71884,2016,Qtr 2,April,29,2016,Qtr 3,July,9
29208,6572,1014,Delayed,1,1,48.982426,15.997008,49.98,2016,Qtr 1,February,15,2016,Qtr 3,August,11
29210,1737,502,Delayed,1,4,181.99,-45.794724,200,2016,Qtr 2,May,3,2016,Qtr 1,March,27
29214,11426,1014,Delayed,1,4,150,-31.503244,199.92,2016,Qtr 2,April,3,2016,Qtr 2,May,7
29220,9361,403,Early,0,1,124.68281,40.337585,129.99,2016,Qtr 2,June,11,2016,Qtr 2,April,19
29222,5496,609,Delayed,1,4,112.14539,11.222249,119.98,2016,Qtr 1,March,16,2016,Qtr 1,February,24
29225,76,365,Early,0,1,54.82788,3.0472884,59.99,2016,Qtr 1,February,18,2016,Qtr 1,March,4
29230,5552,365,Delayed,1,3,152.95302,73.566246,199.92,2016,Qtr 1,February,28,2016,Qtr 1,February,26
29240,664,191,Early,0,3,299.98,40.93811,299.97,2016,Qtr 2,June,22,2016,Qtr 1,March,3
